asset_id;name;latitude;longitude;country;production;firm
M2743;KK 5 Inc Coal Mine;18,8278;79,4833;India;0,197;The Singareni Collieries Co Ltd [100%]
M2746;Tilaboni Coal Mine;23,661247;87,275026;India;0,186;Coal India Ltd [100.0%]
M2749;New Kenda Coal Mine;23,6657;87,1624;India;0,097;Coal India Ltd [100.0%]
M2750;Bartunga Hill Coal Mine;23,174;82,335;India;0,02;Coal India Ltd [100.0%]
M2764;Parascole East & West Coal Mine;23,645281;87,186307;India;0,13;Coal India Ltd [100.0%]
M2766;Khas Kajora Coal Mine;23,627811;87,19499;India;0,136;Coal India Ltd [100.0%]
M2770;Chapapur II Coal Mine;23,804826;86,675476;India;0,44;Coal India Ltd [100.0%]
M2771;Nakrakonda Coal Mine;23,679182;87,287229;India;1,51;Coal India Ltd [100.0%]
M2773;Tandsi Coal Mine;22,185722;78,32259627;India;0,06;Coal India Ltd [100.0%]
M2776;Giral Coal Mine;26,0124;71,1347;India;0,19;Rajasthan State Mines and Minerals limited (RSMML) [100%]
M2777;Nirsha OC Patch Coal Mine;23,784425;86,718939;India;0,148;Coal India Ltd [100.0%]
M2791;Rajpura Coal Mine;23,75873451;86,7731741;India;0,076;Coal India Ltd [100.0%]
M2792;Bokaro Opencast Coal Mine;23,787063;85,923633;India;0,31;Coal India Ltd [100.0%]
M2793;Rajur-Bhandewada Coal Mine;20,11356;78,896;India;0,05;Coal India Ltd [100.0%]
M2794;PVK-5 Coal Mine;17,51172416;80,67151956;India;0,206;The Singareni Collieries Co Ltd [100%]
M2800;IK 1A Coal Mine;18,8063;79,5208;India;0,1;The Singareni Collieries Co Ltd [100%]
M2807;Gondudih Khas Kusunda Coal Mine;23,804;86,3773;India;1,5;Coal India Ltd [100.0%]
M2812;Gayatri Coal Mine;23,1097;82,9051;India;0,19;Coal India Ltd [100.0%]
M2816;Shankarpur Coal Mine;23,66654149;87,20491618;India;0,789;Coal India Ltd [100.0%]
M2817;Belgaon Coal Mine;20,329522;78,95774;India;0,15;Sunflag Iron and Steel Co Ltd [100%]
M2821;KTK 8&8A Coal Mine;18,4639;79,8611;India;0,28;The Singareni Collieries Co Ltd [100%]
M2822;Vastan Lignite Mine;21,43101702;73,11261772;India;0,52;Gujarat Industries Power Co Ltd [100%]
M2826;Matasukh & Kasnau Coal Mine;27,03;74,024;India;0,29;Rajasthan State Mines and Minerals limited (RSMML) [100%]
M2831;Marki Mangli Coal Mines;19,83938305;78,80448632;India;0,11;"B.S. Ispat Limited [50%]; Topworth Urja and Metals Ltd [50%]"
M2833;Shiwani Coal Mine;23,3498;83,0743;India;0,18;Coal India Ltd [100.0%]
M2834;Tapin South Coal Mine;23,8329;85,4729;India;1;Coal India Ltd [100.0%]
M2835;Bhowrah (South) Coal Mine;23,681905;86,400533;India;0,7068;Coal India Ltd [100.0%]
M2842;Naheriya Coal Mine;22,28121111;78,98924623;India;0,25;Coal India Ltd [100.0%]
M2844;Nimcha Coal Mine;23,650069;87,071513;India;0,591;Coal India Ltd [100.0%]
M2845;Kottadih Coal Mine;23,726772;87,228519;India;1,35;Coal India Ltd [100.0%]
M2849;Chhatarpur-I Coal Mine;22,15;78,1;India;0,61;Coal India Ltd [100.0%]
M2850;Madhaipur Coal Mine;23,706827;87,35001;India;0,18;Coal India Ltd [100.0%]
M2851;Madhabpur Coal Mine;23,625728;87,176051;India;0,036;Coal India Ltd [100.0%]
M2852;Kankanee Coal Mine;23,795532;86,330604;India;0,334;Coal India Ltd [100.0%]
M2854;Hirakhand Bundia Incline Mine;21,7819;83,9151;India;0,3501;Coal India Ltd [100.0%]
M2855;Kapasara Coal Mine;23,7585;86,7545;India;0,5;Coal India Ltd [100.0%]
M2859;Bonjemehari Coal Mine;23,769704;86,877669;India;0,32;Coal India Ltd [100.0%]
M2868;Mohan Coal Mine;22,1793327;78,67759236;India;0,54;Coal India Ltd [100.0%]
M2873;Churi Coal Mine;23,679012;85,044766;India;0,71;Coal India Ltd [100.0%]
M2874;Karma Coal Mine;23,6505;85,5659;India;0,72;Coal India Ltd [100.0%]
M2875;Tapin Coal Mine;23,798166;85,586162;India;2,21;Coal India Ltd [100.0%]
M2877;Dakra Bukbuka Coal Mine;23,663881;85,000762;India;0,48;Coal India Ltd [100.0%]
M2881;Moonidih Coal Mine;23,740882;86,352473;India;0,63;Coal India Ltd [100.0%]
M2883;East Bassuriya Coal Mine;23,800946;86,371018;India;0,142;Coal India Ltd [100.0%]
M2884;Gare Palma IV 4 Coal Mine;22,15;83,5415;India;0,47;Hindalco Industries Ltd [100%]
M2886;Bhavnagar Lignite Mine;21,67208367;72,23652471;India;1,31;Gujarat Mineral Development Co Ltd [100%]
M2888;Parej East Coal Mine;23,798166;85,586162;India;0,4;Coal India Ltd [100.0%]
M2890;K. D. H. Coal Mine;23,663881;85,000762;India;0,43;Coal India Ltd [100.0%]
M2892;Gouri Deep Coal Mine;19,7741;79,2902;India;0,15;Coal India Ltd [100.0%]
M2893;Ghonsa Coal Mine;19,9647;78,8326;India;0,43;Coal India Ltd [100.0%]
M2896;Nichitpur Coal Mine;23,800305;86,356391;India;1,79;Coal India Ltd [100.0%]
M2897;Ballarpur OC Coal Mine;19,832799;79,34613;India;0,1;Coal India Ltd [100.0%]
M2902;North Searsole (East) Coal Mine;23,66169;87,114053;India;0,64;Coal India Ltd [100.0%]
M2904;Tetulmari Coal Mine;23,80899177;86,34172062;India;0,32;Coal India Ltd [100.0%]
M2909;Bonbahal Coal Mine;23,659607;87,206925;India;0,24;Coal India Ltd [100.0%]
M2910;Bhanegaon Coal Mine;21,2685;79,1574;India;1,1497;Coal India Ltd [100.0%]
M2912;Kolarpimpri Coal Mine;20,0833;79,0333;India;1,49;Coal India Ltd [100.0%]
M2915;Shyamsundarpur Coal Mine;23,648263;87,257514;India;1,08;Coal India Ltd [100.0%]
M2916;Dhansar Coal Mine;23,773116;86,399933;India;0,45;Coal India Ltd [100.0%]
M2919;Jarangdih Coal Mine;23,775944;85,911907;India;1,481;Coal India Ltd [100.0%]
M2962;Jharkhand Coal Mine;23,798166;85,586162;India;0,37;Coal India Ltd [100.0%]
M2963;Jalipa Lignite Block Coal Mine;25,5138;71,2436;India;1,48;"Rajasthan State Mines & Minerals Ltd [51.0%]; Raj WestPower Ltd [49.0%]"
M2964;Rajpardi Lignite Mine;21,70897856;73,22994945;India;0,39;State of Gujarat [100%]
M2966;Gourandih Begunia Coal Mine;23,805;87,02553;India;2,1;Coal India Ltd [100.0%]
M2987;Hura C Coal Mine;25,051986;87,832422;India;0,5;Coal India Ltd [100.0%]
M3010;Orient Mine 1 & 2;21,833822;83,919045;India;0,247;Coal India Ltd [100.0%]
M3013;Surakachhar 3&4 Coal Mine;22,367844;82,63224;India;0,03;Coal India Ltd [100.0%]
M3014;Amalgated Gaslitand Katars Chaitudih Coal Mine;23,80983994;86,29179139;India;0,3;Coal India Ltd [100.0%]
M3015;Kistaram Coal Mine;17,207584;80,801854;India;2;The Singareni Collieries Co Ltd [100%]
M3847;Amelia Coal Mine;24,072448;82,414011;India;1,25;"NTPC Ltd [74.5%]; State of Uttar Pradesh [25.5%]"
M3854;Bajora North Coal Mine;23,45338;87,23919;India;1,5;The West Bengal Power Development Corp Ltd [100%]
M3863;Chatti-Bariatu Coal Mine;24;85,36;India;3,31;NTPC Ltd [100%]
M3888;Manoharpur Coal Mine;21,949917;83,762046;India;8,51;Odisha Power Generation Corp [100%]
M3907;Suliyari Coal Mine;23,927656;82,319079;India;5;AP Mineral Development Corp [100%]
M4425;Amalgamated Inder Kamptee Coal Mine;21,241388;79,229444;India;3,08;Coal India Ltd [100.0%]
M4426;Amalgamated LSMK UG & OC Mine;23,772821;86,7319645;India;0,2;Coal India Ltd [100.0%]
M4427;ASP Coal Mine;23,74133;86,4051593;India;0,411;Coal India Ltd [100.0%]
M4430;Chora 7,9&10 Coal Mine;23,1917713;86,5147689;India;0,16;Coal India Ltd [100.0%]
M4431;Damoda Coal Mine;23,68031;86,147729;India;0,556;Coal India Ltd [100.0%]
M4432;Dhuptala Coal Mine;19,82303037;79,33965616;India;0,7;Coal India Ltd [100.0%]
M4433;Gangaramchak & Gangaramchak-Bhadulia Coal Mine;23,81116575;87,21068432;India;1,5;The West Bengal Power Development Corp Ltd [100%]
M4434;Gare Palma III Coal Mine;22,11866;83,53358;India;4;Chhattisgarh State Power Generation Co Ltd [100%]
M4435;Gare Palma IV 2 & 3 OC Mine;22,13081284;83,52038837;India;1,22;Coal India Ltd [100.0%]
M4436;Gare Palma IV 5 UG Coal Mine;22,13331695;83,51885821;India;0,126;Hindalco Industries Ltd [100%]
M4437;Gare Palma IV 6 Coal Mine;22,11866;83,53358;India;1,8;Jindal Steel & Power Ltd [100%]
M4439;Haripur Group of Mines;23,68781838;87,19714662;India;0,48;Coal India Ltd [100.0%]
M4441;Jhiria UG Coal Mine;22,0101504;82,6666331;India;0,15;Coal India Ltd [100.0%]
M4442;JVR I & II Coal Mine;17,20352062;80,79833151;India;11,07;The Singareni Collieries Co Ltd [100%]
M4443;Kakatiya Khani Open Cast-2 Coal Mine;18,44801529;79,85364474;India;1,5;The Singareni Collieries Co Ltd [100%]
M4444;Kakatiya Khani Opencast-3 Coal Mine;18,434261;79,857403;India;1,37;The Singareni Collieries Co Ltd [100%]
M4445;Khottadih UG Coal Mine;23,7244;87,233;India;0,54;Coal India Ltd [100.0%]
M4446;Koyagudem II Coal Mine;17,62564676;80,48673132;India;3;The Singareni Collieries Co Ltd [100%]
M4447;Kumardih-B UG Coal Mine;23,682205;87,276089;India;1,33;Coal India Ltd [100.0%]
M4449;Manuguru Opencast Coal Mine;17,976;80,8346;India;1,4;The Singareni Collieries Co Ltd [100%]
M4452;Marki Mangli III Coal Mine;19,83938305;78,80448632;India;0,09;B.S. Ispat Ltd [100%]
M4454;Naba Jambad Project;23,643161;87,182493;India;0,58;Coal India Ltd [100.0%]
M4455;Nakrakonda Kumardih B OC Mine;23,68122458;87,26358635;India;2,21;Coal India Ltd [100.0%]
M4457;Pachhwara Central Coal Mine;24,53941629;87,44808185;India;4,63;Punjab State Power Corp Ltd [100%]
M4458;Pandaveswar Dalurband  Coal Mine;23,697576;87,253978;India;1,08;Coal India Ltd [100.0%]
M4459;Parasea Belbaid Coal Mine;23,6040321;87,1144061;India;0,07;Coal India Ltd [100.0%]
M4463;Prakasham Khani OC Coal Mine;17,94321332;80,77821014;India;5,27;The Singareni Collieries Co Ltd [100%]
M4466;Utkal E Coal Mine;21,0862373;84,8722372;India;2;National Aluminium Co Ltd [100%]
M4468;Bicharpur Coal Mine;23,265914;81,343859;India;0,75;Aditya Birla Group
L100000102243;Adani Godda power station;24,814107;87,135465;India;440;Adani Power Ltd [100.0%]
L100000102121;Adani Raigarh Thermal Power Plant;21,743775;83,274093;India;330;Adani Power Ltd [100.0%]
L100000102441;Aditya Aluminium power station;21,740068;84,060592;India;82,5;Hindalco Industries Ltd [100.0%]
L100000102519;Ajmer power station;26,073889;74,385;India;82,5;Shree Cement Ltd [100.0%]
L100000102193;Akrimota Power Project;23,7724998;68,6455556;India;68,75;Gujarat Mineral Development Co Ltd [100.0%]
L100000105017;Ambuja Cements Limited power station;21,67005;82,08339;India;18,15;Ambuja Cements Ltd [100.0%]
L100000102194;Ambujanagar Cement Plant power station;20,835455;70,69554;India;16,5;Ambuja Cements Ltd [100.0%]
L100000102375;Amravati Thermal Power Project;21,080316;77,901242;India;148,5;RattanIndia Power Ltd [100.0%]
L100000102442;Angul power station;21,127044;84,980552;India;330;Jindal Poly Investment & Finance Co Ltd
L100000102443;Angul Smelter power station;20,8490264;85,1902199;India;66;National Aluminium Co Ltd [100.0%]
L100000102444;Angul Steel power station;20,892474;84,99039;India;74,25;Jindal Steel & Power Ltd [100.0%]
L100000102610;Anpara power station;24,202043;82,789128;India;115,5;Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd [100.0%]
L100000102611;Anpara-C power station;24,203788;82,79733;India;330;LANCO Infratech Ltd [100.0%]
L100000102612;Anpara-D power station;24,196262;82,806342;India;275;Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd [100.0%]
L100000102318;Anuppur Thermal Power Project;23,073731;81,784286;India;346,5;Blackstone Inc
L100000102123;Arasmeta Cement Plant power station;21,966291;82,340412;India;23,65;KSK Energy Ventures Ltd [100.0%]
L100000102537;ARS Metals Gummidipoondi captive power station;13,423889;80,066111;India;33;ARS Steels & Alloy International Pvt Ltd [100.0%]
L100000102659;Asansol Crescent power station;23,65;88,13;India;22;CESC Ltd [100.0%]
L100000104755;Atul power station;20,537058;72,933282;India;27,5;Atul Ltd [100.0%]
L100000102661;Bakreswar Thermal Power Station;23,8292205;87,451034;India;115,5;The West Bengal Power Development Corp Ltd [100.0%]
L100000102032;Balaji Cement power station;16,283333;81,216667;India;19,25;Jaiprakash Associates Ltd [100.0%]
L100000102125;BALCO Korba power station;22,3930944;82,7439443;India;37,125;"Vedanta Ltd [51.0%]; Government of India [49.0%]"
L100000102377;Ballarpur Bilt Power power station;19,860468;79,339438;India;22;Ballarpur Industries Ltd [100.0%]
L100000102663;Bandel Thermal Power Station;22,995746;88,403815;India;33;The West Bengal Power Development Corp Ltd [100.0%]
L100000102033;Bander power station;14,351195;80,143086;India;363;Tanweer Infrastructure SAOC
L100000102616;Bara Thermal Power Project;25,196345;81,658534;India;363;Jaiprakash Power Ventures Ltd [100.0%]
L100000102127;Baradarha power station;21,911436;83,188863;India;330;Dainik Bhaskar Group [100.0%]
L100000102090;Barauni power station;25,391376;86,023488;India;137,5;Bihar State Power Holding Co Ltd [100.0%]
L100000102448;Barbil Jagannath power station;21,633;85,6;India;16,5;Kamaljeet Singh Ahluwalia Group
L100000102092;Barh I power station;25,4693;85,74516;India;363;NTPC Ltd [100.0%]
L100000102093;Barh II power station;25,4865;85,74516;India;363;NTPC Ltd [100.0%]
L100000102619;Barkhera IPP power station;28,55;80,1;India;24,75;Bajaj Group [100.0%]
L100000102521;Barsingsar Thermal Power Project;27,845022;73,199426;India;68,75;NLC India Ltd [100.0%]
L100000102379;Bela power station;20,80915;79,054892;India;148,5;Tata Power Co Ltd [100.0%]
L100000102293;Bellary Thermal Power Station;15,1931738;76,7195034;India;275;Karnataka Power Corp Ltd [100.0%]
L100000102592;Bhadradri power station;18,027488;80,735645;India;148,5;Telangana State Power Generation Corp Ltd [100.0%]
L100000102197;Bhadreshwar power station (OPG);22,896182;69,896263;India;82,5;OPG Power Ventures PLC [100.0%]
L100000102130;Bhandhakhar power station;22,340954;82,430603;India;165;"Kolahai Infotech Pvt Ltd [55.0%]; ACB (India) Ltd [45.0%]"
L100000102199;Bhavnagar power station;21,583152;72,222179;India;137,5;Gujarat Urja Vikas Nigam Ltd [100.0%]
L100000102384;Bhigwan Mill power station;18,242234;74,752554;India;16,5;Ballarpur Industries Ltd [100.0%]
L100000102132;Bhilai Steel power station;21,184;81,4237;India;16,5;"NTPC Ltd [50.0%]; Steel Authority of India Ltd [50.0%]"
L100000102452;Bhubaneshwar Jasper power station;20,479398;85,74492;India;37,125;Tata Steel Ltd [100.0%]
L100000102385;Bhusawal Thermal Power Station;21,04798;75,85502;India;115,5;MSEB Holding Co Ltd [100.0%]
L100000102324;Bina Thermal Power Project;24,317222;78,133564;India;137,5;Jaiprakash Power Ventures Ltd [100.0%]
L100000102133;Binjkote power station;22,010422;83,205779;India;165;Agritrade Resources Ltd
L100000102250;Bokaro Steel City Thermal Power Station;23,685875;86,092944;India;30,25;"Damodar Valley Corp [50.0%]; Steel Authority of India Ltd [50.0%]"
L100000102248;Bokaro Thermal Power Station;23,782944;85,883391;India;275;Damodar Valley Corp [100.0%]
L100000102085;Bongaigaon power station;26,44437;90,367205;India;137,5;NTPC Ltd [100.0%]
L100000102665;Budge Budge Generating Station;22,470344;88,139949;India;137,5;CESC Ltd [100.0%]
L100000102387;Butibori Power Project;20,928591;78,933281;India;165;Reliance Power Ltd [100.0%]
L100000102539;Cauvery Power Gummidipoondi captive power station;13,423182;80,066316;India;34,65;Kaveri Gas Power Ltd
L100000102137;Chakabura power station;22,393653;82,553249;India;16,5;ACB (India) Ltd [100.0%]
L100000102523;Chanderiya Smelter power station;24,963223;74,668532;India;42,35;Hindustan Zinc Ltd [100.0%]
L100000102388;Chandrapur Thermal Power Station;20,0063;79,29;India;115,5;MSEB Holding Co Ltd [100.0%]
L100000102389;Chandrapur Works power station;20,46;79,8;India;22;ISMT Ltd [100.0%]
L100000102252;Chandrapura power station;23,7412565;86,1202088;India;137,5;Damodar Valley Corp [100.0%]
L100000102540;Chennai power station;13,437422;80,09788;India;42,35;OPG Power Ventures PLC [100.0%]
L100000102524;Chhabra Thermal Power Station;24,62092;77,035439;India;137,5;"NTPC Ltd [50.0%]; Rajasthan Rajya Vidyut Utpadan Nigam Ltd [50.0%]"
L100000102454;Choudwar power station;20,535296;85,910723;India;29,7;Indian Metals and Ferro Alloys Ltd [100.0%]
L100000102622;Chunar Cement power station;25,090885;82,897339;India;20,9;Jaiprakash Associates Ltd [100.0%]
L100000102623;Churk captive power station;24,639104;83,101085;India;33;Jaiprakash Associates Ltd [100.0%]
L100000102542;Cuddalore IL&FS power station;11,5216092;79,7518447;India;330;"Life Insurance Corporation of India Ltd [25.3%]; Abu Dhabi Investment Authority [12.6%]; IL&FS Employees Welfare Trust [12.0%]; ORIX Corp [11.9%]; 24R Advisory Services Pvt Ltd [11.7%]; Housing Development Finance Corp Ltd [9.0%]; Central Bank of India [7.7%]; State Bank of India [6.4%]"
L100000102457;Cuttack Works power station;20,515062;85,76726;India;27,5;Aarti Steels Ltd [100.0%]
L100000102391;Dahanu power station;19,9534834;72,748691;India;137,5;Reliance Infrastructure Ltd [100.0%]
L100000102295;Danapuram BMM power station;15,170332;76,379077;India;52,25;"JSW Projects Ltd [58.5%]; natural person(s) [41.5%]"
L100000102458;Darlipali power station;21,963554;83,89187;India;440;NTPC Ltd [100.0%]
L100000102234;Deenbandhu Chhotu Ram Thermal Power Plant;30,1075175;77,3267646;India;165;Haryana Power Generation Co Ltd [100.0%]
L100000102394;Dhariwal power station;20,010588;79,203433;India;165;CESC Ltd [100.0%]
L100000102142;Dongamahua Captive Power Plant;22,1279449;83,5359192;India;74,25;Jindal Steel & Power Ltd [100.0%]
L100000102038;Dr. Narla Tata Rao Thermal power station;16,5984901;80,5365853;India;115,5;Andhra Pradesh Power Generation Corp Ltd [100.0%]
L100000102143;Dr. Shyama Prasad Mukherjee Thermal Power Station;22,368196;82,721986;India;137,5;Chhattisgarh State Power Generation Co Ltd [100.0%]
L100000102459;Duburi Steel power station;20,960233;86,050308;India;68,75;Jindal Stainless Ltd [100.0%]
L100000102669;Durgapur Projects Limited power station;23,521147;87,302309;India;165;The Durgapur Projects Ltd [100.0%]
L100000102671;Durgapur SAIL power station;23,551805;87,248475;India;33;"NTPC Ltd [50.0%]; Steel Authority of India Ltd [50.0%]"
L100000102672;Durgapur Steel City Andal power station;23,58;87,2043;India;275;Damodar Valley Corp [100.0%]
L100000102040;East Godavari Mill power station;17,300117;82,614386;India;18,7;Andhra Paper Ltd [100.0%]
L100000102673;Farakka power station;24,772729;87,893707;India;110;NTPC Ltd [100.0%]
L100000102626;Feroze Gandhi Unchahar Power Station;25,9137597;81,3272384;India;115,5;NTPC Ltd [100.0%]
L100000104976;GACL-NALCO Dahej Caustic captive power station;21,710191;72,690406;India;35,75;"Gujarat Alkalies & Chemicals Ltd [60.0%]; National Aluminium Co Ltd [40.0%]"
L100000102331;Gadarwara power station (BLA);22,958166;78,732893;India;24,75;BLA Projects Pvt Ltd [100.0%]
L100000102332;Gadarwara Super Thermal Power Project;22,861752;78,866129;India;440;NTPC Ltd [100.0%]
L100000102207;Gandhinagar Thermal Power Station;23,249722;72,673889;India;110;Gujarat Urja Vikas Nigam Ltd [100.0%]
L100000102593;Ganeshpahad Cement power station;16,719583;79,69445;India;21,175;"natural person(s) [62.6%]; P R Cement Holdings Ltd [33.4%]"
L100000102628;Ghatampur power station;25,975;80,1889;India;363;"NLC India Ltd [51.0%]; Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd [49.0%]"
L100000102402;Ghugus power station;19,92949;79,133159;India;33;Gupta Group
L100000102525;Giral power station;26,045717;71,254096;India;68,75;Rajasthan Rajya Vidyut Utpadan Nigam Ltd [100.0%]
L100000102400;GMR Warora Energy power station;20,279656;78,975351;India;165;GMR Group
L100000102511;Goindwal Sahib Thermal Power Plant;31,38414;75,146503;India;148,5;GVK Power & Infrastructure Ltd [83.4%]
L100000102263;Gola power station;23,48362;85,657485;India;34,65;Inland Group
L100000102548;Gummidipoondi Kamachi power station;13,424018;80,087457;India;19,25;Kamachi Group
L100000102549;Gummidipoondi Suryadev power station;13,384779;80,107416;India;44;Suryadev Alloys & Power Pvt Ltd [100.0%]
L100000102512;Guru Hargobind Lehra Mohabbat Power Station;30,266555;75,166097;India;115,5;Punjab State Power Corp Ltd [100.0%]
L100000102674;Haldia Energy power station;22,060459;88,109748;India;165;CESC Ltd [100.0%]
L100000102630;Harduaganj power station;28,0175;78,13;India;363;Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd [100.0%]
L100000102148;Hasdeo Thermal Power Station;22,412536;82,682187;India;275;Chhattisgarh State Power Generation Co Ltd [100.0%]
L100000102149;Hathneora Captive Power Plant;22,003538;82,6689;India;89,375;Prakash Industries Ltd [100.0%]
L100000102210;Hazira power station (Essar);21,119078;72,640545;India;74,25;"unknown [19.0%]; Essar Energy Ltd; Triton Trust; Virgo Trust"
L100000104861;Hazira power station (Reliance);21,1592;72,687127;India;49,5;Reliance Industries Ltd
L100000102466;Hirakud Smelter power station;21,529687;83,904569;India;37,125;Hindalco Industries Ltd [100.0%]
L100000104433;Hiranmaye Haldia power station;22,076989;88,098413;India;82,5;Hiranmaye Energy Ltd [100.0%]
L100000102599;HWP Manuguru power station;17,87832;80,848644;India;16,5;Heavy Water Board [100.0%]
L100000102467;Ib Valley Thermal Power Station;21,6897827;83,8601567;India;115,5;Odisha Power Generation Corp Ltd [100.0%]
L100000102237;Indira Gandhi Super Thermal Power Project;28,485091;76,37316;India;275;"NTPC Ltd [50.0%]; Haryana Power Generation Co Ltd [25.0%]; Indraprastha Power Generation Co Ltd [25.0%]"
L100000102265;Jamshedpur Works power station;22,787368;86,200088;India;16,5;Tata Steel Ltd [100.0%]
L100000102632;Jawaharpur Thermal Project;27,497098;78,826071;India;363;Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd [100.0%]
L100000102338;Jaypee Nigrie Super Thermal Power Project;24,14997;81,904525;India;363;Jaiprakash Power Ventures Ltd [100.0%]
L100000102470;Jharsuguda CPP power station;21,787993;84,054361;India;74,25;Vedanta Inc [100.0%]
L100000102471;Jharsuguda Ind-Barath power station;21,657942;83,919513;India;192,5;"JSW Energy Ltd [95.0%]; unknown [5.0%]"
L100000102472;Jharsuguda Sterlite power station;21,815743;84,042036;India;330;Vedanta Inc [100.0%]
L100001000104;Jojobera Cement Plant power station;22,7531;86,2452;India;16,5;Nuvoco Vistas Corp Ltd
